cik,days_to_first_price_update,days_to_final_price_revision,days_from_priced_to_listing,size_of_first_price_update,size_of_final_price_revision,percent_first_price_update,percent_final_price_revision,pct_first_price_change,days_first_price_change,prange_change_first_price_update,number_of_price_updates,offer_in_filing_price_range,Coname,Year,date_1st_pricing,date_last_pricing,date_s1_filing,date_424b,date_trading,Date,Offer Price,Open,Close,High,Low,Volume,open_return,close_return,SIC,FF49_industry,2month_indust_rets,2month_IPO_volume,2month_pct_above_midpoint,2month_initial_returns,BAA_yield_changes,confidential_IPO,foreign,exchange,underwriter_rank_single,underwriter_rank_avg,underwriter_num_leads,underwriter_collective_rank,underwriter_tier,share_overhang,shares_offered,total_dual_class_shares,log_proceeds,market_cap,liab/assets,P/E,P/sales,EPS,priceupdate_down,priceupdate_up
0817979,27.0,32.0,32.0,-7.0,-9.0,-0.3888888888888889,-0.5,-0.3888888888888889,27.0,0.0,2.0,under,ACCURIDE CORP,2005,2005-03-25,2005-04-26,2005-01-10,2005-04-26,2005-04-26,2005/04/26,9.0,9.0,9.0,9.28,9.0,4698500.0,0.0,0.0,3714,Autos,-0.04429999999999999,13.5,39.0,11.05,0.23999999999999932,0,0,New York Stock Exchange,9.001,5.7,3,17.0,0+,2.9656990909090912,11000000.0,32622690.0,19.103777588658808,293604210.0,1.0763424413755067,13.482926616458487,0.5943308812812748,0.66751086437078,-0.3888888888888889,0.0
0827871,,15.0,15.0,,0.0,,0.0,0.0,15.0,,0.0,within,"EAGLE PHARMACEUTICALS, INC.",2014,2014-01-28,2014-02-12,2013-12-20,2014-02-13,2014-02-12,2014/02/12,15.0,15.5,12.83,16.44,12.75,5939246.0,0.03333333333333333,-0.14466666666666667,2834,Drugs,0.0152,12.0,27.5,25.85,-0.1899999999999995,0,0,New York Stock Exchange,7.501,7.3,2,14.5,7+,4.154848358208955,3350000.0,13918742.0,17.73252110490346,208781130.0,0.9569836082977495,-64.13887013224,38.018512027081535,-0.23386754348920327,0.0,0.0
0842633,,17.0,17.0,,-1.0,,-0.08333333333333333,-0.08333333333333333,17.0,,1.0,within,TRIMAS CORP,2007,2007-05-01,2007-05-18,2006-08-03,2007-05-21,2007-05-18,2007/05/18,11.0,11.55,11.75,12.43,11.27,5880200.0,0.050000000000000065,0.06818181818181818,3790,Autos,0.049049999999999996,17.0,32.5,6.800000000000001,0.0,0,0,New York Stock Exchange,9.001,4.5,2,9.0,0+,2.8872272727272725,11000000.0,31759500.0,18.698312480550644,349354500.0,0.8159289312771604,49.553829787234044,1.2185793016847466,0.22198082463514854,0.0,0.0
0847935,,29.0,29.0,,0.0,,0.0,0.0,29.0,,0.0,within,ALLION HEALTHCARE INC,2005,2005-05-24,2005-06-22,2005-04-15,2005-06-22,2005-06-22,2005/06/22,13.0,14.0,16.5,19.4,13.65,2316206.0,0.07692307692307693,0.2692307692307692,5912,Rtail,0.004400000000000001,8.5,25.0,5.800000000000001,-0.040000000000000036,0,0,New York Stock Exchange,8.001,8.0,1,8.0,7+,2.973739,4000000.0,11894956.0,17.7667542765457,154634428.0,0.6579659972656833,11807.760232131948,6.813365269416753,0.0011009708652978624,0.0,0.0
0854709,,19.0,19.0,,-2.0,,-0.14285714285714285,-0.14285714285714285,19.0,,1.0,under,DAYTON SUPERIOR CORP,2006,2006-12-01,2006-12-20,2006-10-04,2006-12-20,2006-12-20,2006/12/20,12.0,12.0,11.5,12.14,10.9,3641638.0,0.0,-0.041666666666666664,3440,BldMt,0.02945,23.5,44.0,15.45,0.019999999999999574,0,0,New York Stock Exchange,7.001,7.0,1,7.0,0+,2.3915010191082797,7850000.0,18773283.0,18.51508141937385,225279396.0,1.5776448464805628,-28.433597879591066,0.6202848560108154,-0.4220359326602598,0.0,0.0
0858339,,6.0,6.0,,0.0,,0.0,0.0,6.0,,0.0,within,CAESARS ENTERTAINMENT CORP,2012,2012-02-02,2012-02-08,2011-11-15,2012-02-08,2012-02-08,2012/02/08,9.0,9.06,15.39,17.9,9.0,11629280.0,0.006666666666666722,0.7100000000000001,7990,Fun,0.09015000000000001,10.0,18.5,14.55,-0.09000000000000075,0,0,New York Stock Exchange,9.001,8.8,2,17.5,7+,69.02479030405016,1811313.0,125025500.0,16.606787131957045,1125229500.0,0.9569772154880638,-2.3875015913430935,0.14780757408575032,-3.7696309952769633,0.0,0.0
0860413,13.0,14.0,14.0,-0.5,-0.5,-0.03333333333333333,-0.03333333333333333,-0.03333333333333333,13.0,-2.0,1.0,within,FIRST INTERSTATE BANCSYSTEM INC,2010,2010-03-10,2010-03-24,2010-01-15,2010-03-24,2010-03-24,2010/03/24,14.5,16.0,15.7,16.42,15.4,5218936.0,0.10344827586206896,0.08275862068965513,6020,Banks,0.05135000000000001,8.5,25.0,6.7,-0.07000000000000028,0,0,New York Stock Exchange,8.001,8.0,1,8.0,7+,1.0,10000000.0,10000000.0,18.82614585206053,145000000.0,0.9195206043218969,2.6920149267586284,0.3382129295304205,5.3863,-0.03333333333333333,0.0
0860730,16.0,16.0,16.0,1.5,1.5,0.05263157894736842,0.05263157894736842,0.05263157894736842,16.0,-3.0,1.0,within,"HCA HOLDINGS, INC.",2011,2011-02-22,2011-03-10,2010-12-22,2011-03-11,2011-03-10,2011/03/10,30.0,31.2,31.02,31.5,30.7,64595370.0,0.03999999999999997,0.03399999999999999,8062,Hlth,0.04315,9.0,54.0,11.75,0.0600000000000005,0,0,New York Stock Exchange,9.001,8.8,3,26.5,7+,4.082449286846277,126200000.0,515205100.0,22.003282595345993,15456153000.0,1.446629213483146,9.825907819453274,0.5037366945865789,3.0531530064434533,0.0,0.05263157894736842
0867773,15.0,17.0,17.0,4.0,5.0,0.3076923076923077,0.38461538461538464,0.3076923076923077,15.0,0.0,2.0,above,SUNPOWER CORP,2005,2005-10-31,2005-11-17,2005-08-25,2005-11-17,2005-11-17,2005/11/17,18.0,28.0,25.45,28.01,24.81,10565580.0,0.5555555555555556,0.41388888888888886,3674,Chips,-0.02715,13.0,28.0,8.85,0.2699999999999996,0,0,New York Stock Exchange,9.001,8.5,2,17.0,7+,1.0099548051948053,7700000.0,7776652.0,18.421680244285447,139979736.0,0.3178522235638914,-9.20737591264882,2.8338847251746127,-1.9549543942560372,0.0,0.3076923076923077
0868857,,28.0,28.0,,1.0,,0.05263157894736842,0.05263157894736842,28.0,,1.0,within,AECOM TECHNOLOGY CORP,2007,2007-04-12,2007-05-10,2007-03-08,2007-05-11,2007-05-10,2007/05/10,20.0,21.1,21.1,21.99,20.6,20008400.0,0.05500000000000007,0.05500000000000007,8711,BusSv,0.022099999999999998,10.0,55.5,9.25,0.1200000000000001,0,0,New York Stock Exchange,9.001,5.7,3,17.0,0+,2.6268904978662877,35150000.0,92335201.0,20.31957415538739,1846704020.0,0.6212525214382457,39.52874737788433,0.9131891281923473,0.505960884841741,0.0,0.0
0880059,,11.0,11.0,,-1.0,,-0.05263157894736842,-0.05263157894736842,11.0,,1.0,within,EDUCATION MANAGEMENT CORPORATION,2009,2009-09-21,2009-10-02,2007-12-21,2009-10-02,2009-10-02,2009/10/02,18.0,20.5,21.77,22.9,20.06,7660497.0,0.1388888888888889,0.20944444444444443,8200,PerSv,0.0475,4.0,66.5,10.0,-0.27000000000000046,0,0,New York Stock Exchange,9.001,9.0,1,9.0,9,6.98851385,20000000.0,139770277.0,19.755681810684706,2515864986.0,0.6533096707422796,24.097169541688615,1.2507668497179658,0.746975696413623,0.0,0.0
0880177,,14.0,14.0,,-1.0,,-0.06666666666666667,-0.06666666666666667,14.0,,1.0,within,PEREGRINE SEMICONDUCTOR CORP,2012,2012-07-25,2012-08-08,2010-11-19,2012-08-08,2012-08-08,2012/08/08,14.0,15.0,14.71,15.43,13.99,3484397.0,0.07142857142857142,0.050714285714285774,3674,Chips,0.00885,6.0,44.5,14.100000000000001,-0.14999999999999947,0,0,New York Stock Exchange,9.001,8.8,2,17.5,7+,5.558196545454545,5500000.0,30570081.0,18.22830885130491,427981134.0,0.7770942328750456,-139.49841395045632,5.327521771603555,-0.10035956398021975,0.0,0.0
0883981,17.0,17.0,17.0,2.0,2.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,17.0,-2.0,1.0,above,MORTONS RESTAURANT GROUP INC,2006,2006-01-23,2006-02-09,2005-12-02,2006-02-09,2006-02-09,2006/02/09,17.0,20.0,17.9,20.25,17.69,8246800.0,0.17647058823529413,0.05294117647058815,5812,Meals,0.0264,11.0,38.5,12.45,-0.08000000000000007,0,0,New York Stock Exchange,7.001,7.0,1,7.0,0+,1.7008452192287375,9465000.0,16098500.0,18.77116154372777,273674500.0,0.6359746244538871,192.86434108527132,1.2604641630051308,0.08814485821660403,0.0,0.13333333333333333
0884909,,94.0,94.0,,-3.0,,-0.2,-0.2,94.0,,1.0,under,HOME DIAGNOSTICS INC,2006,2006-06-19,2006-09-21,2006-05-01,2006-09-22,2006-09-21,2006/09/21,12.0,12.0,12.61,12.8,12.0,2766714.0,0.0,0.050833333333333286,3845,MedEq,-0.04345,15.0,30.0,7.6,0.03000000000000025,0,0,New York Stock Exchange,9.001,9.0,1,9.0,9,2.663989791933828,6599487.0,17580966.0,18.410552677805217,210971592.0,0.37295309851330166,66.1683587347408,3.787541919462282,0.1813555637386478,0.0,0.0
0885306,,36.0,36.0,,2.0,,0.15384615384615385,0.15384615384615385,36.0,,1.0,above,CYNOSURE INC,2005,2005-11-03,2005-12-09,2005-08-11,2005-12-09,2005-12-09,2005/12/09,15.0,16.99,18.93,21.15,16.54,4415344.0,0.13266666666666657,0.26199999999999996,3845,MedEq,0.004650000000000001,13.5,37.0,17.0,0.08999999999999986,0,0,New York Stock Exchange,0.0,0.0,1,0.0,0+,1.0,5000000.0,5000000.0,17.98989782785991,75000000.0,0.5206325169632197,46.012269938650306,1.8693452306772014,0.326,0.0,0.0
0890264,,10.0,10.0,,-2.0,,-0.16666666666666666,-0.16666666666666666,10.0,,1.0,under,EXA CORP,2012,2012-06-18,2012-06-28,2011-08-03,2012-06-28,2012-06-28,2012/06/28,10.0,10.0,9.8,10.13,9.25,2162497.0,0.0,-0.019999999999999928,7372,Softw,-0.01895,4.5,50.0,13.600000000000001,-0.05000000000000071,0,0,New York Stock Exchange,7.001,7.0,1,7.0,0+,2.11090576,6250000.0,13193161.0,18.132998671500584,131931610.0,1.0555694631620878,12425.27877189678,11.710093990264578,0.0008048109168075793,0.0,0.0
0890640,21.0,22.0,22.0,-2.0,-3.0,-0.10526315789473684,-0.15789473684210525,-0.10526315789473684,21.0,0.0,2.0,under,COREL CORP,2006,2006-04-04,2006-04-26,2006-04-04,2006-04-26,2006-04-26,2006/04/26,16.0,15.36,15.85,16.1,15.35,2191936.0,-0.040000000000000036,-0.009375000000000022,7372,Softw,0.00375,9.5,46.0,9.55,0.2699999999999996,0,1,New York Stock Exchange,9.001,9.0,1,9.0,9,3.768065692307693,6500000.0,24492427.0,18.631751714032305,391878832.0,1.7053692608163131,-44.77080223923226,2.3888641583965278,-0.35737577170282064,-0.10526315789473684,0.0
0892553,,28.0,28.0,,-5.0,,-0.25,-0.25,28.0,,1.0,under,CHART INDUSTRIES INC,2006,2006-06-28,2006-07-26,2006-04-13,2006-07-27,2006-07-26,2006/07/26,15.0,15.0,15.2,15.2,14.75,4702575.0,0.0,0.013333333333333286,3443,FabPr,-0.04920000000000001,15.0,30.0,7.6,0.03000000000000025,0,0,New York Stock Exchange,9.001,8.3,3,25.0,7+,2.04704344,12500000.0,25588043.0,19.33697147582652,383820645.0,0.8108922851010613,63.49390322580645,3.176271474677259,0.23624315466407494,0.0,0.0
0895126,,27.0,27.0,,-1.0,,-0.05,-0.05,27.0,,1.0,within,CHESAPEAKE ENERGY CORP,2011,2011-10-18,2011-11-14,2011-07-07,2011-11-14,2011-11-14,2011/11/14,19.0,26.16,25.67,26.28,25.49,10845610.0,0.3768421052631579,0.35105263157894745,1311,Oil,0.02100000000000001,1.0,0.0,8.95,0.10000000000000053,0,0,New York Stock Exchange,9.001,8.0,2,16.0,7+,1.753125,20000000.0,35062500.0,19.806975105072254,666187500.0,,,,,0.0,0.0
0902622,,20.0,20.0,,-3.0,,-0.2727272727272727,-0.2727272727272727,20.0,,1.0,under,ICAGEN INC,2005,2005-01-14,2005-02-03,2004-04-08,2005-02-03,2005-02-03,2005/02/03,8.0,8.05,7.3,8.06,7.05,3682301.0,0.006250000000000089,-0.08750000000000002,2834,Drugs,0.0022499999999999985,15.5,54.5,13.899999999999999,-0.13000000000000078,0,0,New York Stock Exchange,9.001,9.0,1,9.0,9,4.2887412000000005,5000000.0,21443706.0,17.822843743196746,171549648.0,0.4872167845960405,-14.024660562459124,47.89214070351759,-0.5704237877538518,0.0,0.0
0923144,,26.0,26.0,,-1.0,,-0.058823529411764705,-0.058823529411764705,26.0,,1.0,within,WILLIAMS SCOTSMAN INTERNATIONAL INC,2005,2005-08-25,2005-09-20,2005-04-29,2005-09-20,2005-09-20,2005/09/20,16.0,15.86,15.98,16.2,15.75,7330728.0,-0.008750000000000036,-0.0012499999999999734,7359,BusSv,0.0255,19.5,56.5,12.850000000000001,0.009999999999999787,0,0,New York Stock Exchange,8.001,5.3,3,16.0,0+,2.5263906956598845,15325837.0,38719052.0,19.37826399899081,619504832.0,0.9878269317386306,-176.79932420091325,2.3725272752339954,-0.09049808347580411,0.0,0.0
0929186,,14.0,14.0,,0.0,,0.0,0.0,14.0,,0.0,within,FIRST MERCURY FINANCIAL CORP,2006,2006-10-04,2006-10-18,2006-05-30,2006-10-18,2006-10-18,2006/10/18,17.0,19.0,19.5,19.74,18.75,5849200.0,0.11764705882352941,0.14705882352941177,6331,Insur,0.014849999999999999,12.5,45.0,16.1,-0.009999999999999787,0,0,New York Stock Exchange,9.001,8.0,2,16.0,7+,1.6356008655370011,9705882.0,15874949.0,18.92145599550122,269874133.0,,,,,0.0,0.0
0937098,,13.0,13.0,,0.0,,0.0,0.0,13.0,,0.0,within,TRINET GROUP INC,2014,2014-03-14,2014-03-27,2013-11-21,2014-03-27,2014-03-27,2014/03/27,16.0,18.5,19.1,19.45,17.28,14186270.0,0.15625,0.1937500000000001,7374,BusSv,0.01525,21.5,38.5,19.1,-0.040000000000000036,0,0,New York Stock Exchange,9.001,8.8,3,26.5,7+,4.555016533333333,15000000.0,68325248.0,19.296149481306266,1093203968.0,1.188439979982408,83.1523517152202,0.6648547037448116,0.19241788921132053,0.0,0.0
0937556,,19.0,19.0,,0.0,,0.0,0.0,19.0,,0.0,within,MASIMO CORP,2007,2007-07-20,2007-08-08,2007-04-17,2007-08-08,2007-08-08,2007/08/08,17.0,19.0,20.9,21.4,18.7,5246388.0,0.11764705882352941,0.22941176470588226,3845,MedEq,-0.0169,14.5,47.0,14.75,-0.04999999999999982,0,0,New York Stock Exchange,9.001,5.3,3,16.0,0+,4.432193139232531,11916626.0,52816788.0,19.126658469899162,897885396.0,0.5652405397766487,98.70126371331209,15.23027099094209,0.1722369031604118,0.0,0.0
0946492,,160.0,160.0,,-3.0,,-0.2,-0.2,160.0,,1.0,under,NATIONAL ATLANTIC HOLDINGS CORP,2005,2004-11-12,2005-04-21,2004-07-30,2005-04-21,2005-04-21,2005/04/21,12.0,12.0,11.81,12.01,11.07,3174717.0,0.0,-0.015833333333333293,6331,Insur,0.01565,16.5,59.0,16.75,-0.009999999999999787,0,0,New York Stock Exchange,0.0,0.0,1,0.0,0+,1.6431563909774436,6650000.0,10926990.0,18.418177613734247,131123880.0,0.8045954166810687,7.515123796423659,0.6283731406226039,1.5967800830786887,0.0,0.0
1004724,66.0,280.0,280.0,-1.0,-1.5,-0.09090909090909091,-0.13636363636363635,-0.09090909090909091,66.0,0.0,5.0,under,"ADCARE HEALTH SYSTEMS, INC",2006,2006-02-03,2006-11-09,2006-02-03,2010-06-30,2006-11-10,2006/11/10,9.5,9.5,9.75,9.75,9.5,69000.0,0.0,0.02631578947368421,8051,Hlth,0.00775,13.0,44.0,14.1,0.02999999999999936,0,0,New York Stock Exchange,3.0010000000000003,2.5,2,5.0,0+,5.264715504978663,703000.0,3701095.0,15.861007443591172,35160402.5,0.9355185842148303,-27.515023140213888,3.1932258704642247,-0.34526592805642653,-0.09090909090909091,0.0
1004945,,14.0,14.0,,-4.0,,-0.25,-0.25,14.0,,1.0,under,LUMENIS LTD,2014,2014-02-13,2014-02-27,2013-12-06,2014-02-28,2014-02-27,2014/02/27,12.0,12.5,12.15,13.38,12.06,5986990.0,0.041666666666666664,0.01250000000000003,3845,MedEq,0.02275,17.5,29.0,18.5,-0.09000000000000075,0,1,New York Stock Exchange,9.001,8.5,3,25.5,7+,1.5153016000000001,6250000.0,9470635.0,18.420680743952367,113647620.0,0.9142628787328344,6.534101075145173,0.4282835888391444,1.836518881785646,0.0,0.0
1007019,246.0,313.0,313.0,-0.5,-0.5,-0.09090909090909091,-0.09090909090909091,-0.09090909090909091,246.0,0.0,1.0,within,COFFEE HOLDING CO INC,2005,2004-06-24,2005-05-03,2004-06-24,2005-05-03,2005-05-03,2005/05/03,5.0,5.0,5.2,5.3,5.0,130700.0,0.0,0.040000000000000036,5140,Whlsl,0.0152,18.0,29.0,9.45,0.03000000000000025,0,0,New York Stock Exchange,3.0010000000000003,3.0,1,3.0,0+,3.792735714285714,1400000.0,5309830.0,15.856730886823913,26549150.0,0.6696465956586954,65.99652978887892,3.293824780280586,0.07576155922129334,-0.09090909090909091,0.0
1008848,17.0,18.0,18.0,-5.5,-6.0,-0.4583333333333333,-0.5,-0.4583333333333333,17.0,-1.0,2.0,under,ACORDA THERAPEUTICS INC,2006,2006-01-23,2006-02-10,2005-10-05,2006-02-10,2006-02-10,2006/02/10,6.0,6.17,6.72,7.48,6.1,931539.0,0.02833333333333332,0.11999999999999995,2836,Drugs,0.0256,11.0,38.5,12.45,-0.08000000000000007,0,0,New York Stock Exchange,8.001,8.0,1,8.0,7+,3.4630949090909087,5500000.0,19047022.0,18.0051652999907,114282132.0,1.652569046941389,-4.401597363342927,35.282161569403264,-1.3631414926700878,-0.4583333333333333,0.0
1009667,,17.0,17.0,,-1.0,,-0.1,-0.1,17.0,,1.0,within,AMCOMP INC /FL,2006,2006-01-24,2006-02-10,2005-09-13,2006-02-13,2006-02-10,2006/02/10,9.0,9.02,9.0,9.05,8.75,3043265.0,0.002222222222222175,0.0,6331,Insur,-0.006049999999999999,11.0,38.5,12.45,-0.08000000000000007,0,0,New York Stock Exchange,0.0,0.0,1,0.0,0+,1.4817513333333334,10500000.0,15558389.0,18.469470908121796,140025501.0,0.8810445295971564,11.547542553191489,0.705994317780758,0.7793866061582597,0.0,0.0
1018979,,18.0,18.0,,-1.0,,-0.1,-0.1,18.0,,1.0,within,AMERISAFE INC,2005,2005-10-31,2005-11-18,2005-08-03,2005-11-18,2005-11-18,2005/11/18,9.0,9.02,9.0,9.17,8.12,3272478.0,0.002222222222222175,0.0,6331,Insur,0.030900000000000004,13.0,28.0,8.85,0.2699999999999996,0,0,New York Stock Exchange,7.001,3.5,2,7.0,0+,2.17800675,8000000.0,17424054.0,18.197537192638155,156816486.0,0.8924218482779884,298.1302015209125,0.77204622928544,0.03018815253901302,0.0,0.0
1022345,,-41.0,-41.0,,2.25,,0.1267605633802817,0.1267605633802817,-41.0,,1.0,above,MARINER ENERGY INC,2006,2006-04-13,2006-02-21,2005-05-12,2006-08-17,2006-03-03,2006/03/03,20.0,20.41,20.27,21.0,20.05,3854500.0,0.020500000000000008,0.013499999999999979,1311,Oil,0.041749999999999995,9.5,46.0,9.55,0.2699999999999996,0,0,New York Stock Exchange,-1.0,-1.0,0,-1.0,-1,,33348130.0,,20.198897772711224,,0.6443771417875824,,,,0.0,0.0
1024305,,16.0,16.0,,0.0,,0.0,0.0,16.0,,0.0,within,COTY INC.,2013,2013-05-28,2013-06-13,2012-06-29,2013-06-13,2013-06-13,2013/06/13,17.5,17.5,17.36,17.52,16.9,46262910.0,0.0,-0.008000000000000033,2844,Hshld,0.0056500000000000005,13.5,50.5,15.3,0.14000000000000057,0,0,New York Stock Exchange,9.001,6.6,4,26.5,0+,1.2638326256595815,57142857.0,72219007.0,20.723265834446412,1263832622.5,0.7731510745891277,4.896678118946145,0.35201309709495027,3.5738514100588508,0.0,0.0
