cik,days_to_first_price_update,days_to_final_price_revision,days_from_priced_to_listing,days_from_s1_to_listing,size_of_first_price_update,size_of_final_price_revision,percent_first_price_update,percent_final_price_revision,pct_first_price_change,days_to_first_price_change,prange_change_first_price_update,prange_change_plus,delay_in_price_update,number_of_price_updates,number_of_price_updates_up,number_of_price_updates_down,offer_in_filing_price_range,Coname,Year,date_1st_pricing,date_last_pricing,date_s1_filing,date_424b,date_trading,Date,Offer Price,Open,Close,High,Low,Volume,open_return,close_return,SIC,FF49_industry,BAA_yield_changes,confidential_IPO,foreign,exchange,amends,VC,underwriter_rank_single,underwriter_rank_avg,underwriter_rank_med,underwriter_num_leads,underwriter_collective_rank,underwriter_tier,share_overhang,shares_offered,total_dual_class_shares,proceeds,market_cap,liab_over_assets,price_to_earnings,price_to_sales,EPS,sales,priceupdate_down,priceupdate_up,M3_IPO_volume,M3_indust_rets,M3_initial_returns,M3_pct_above_midpoint,IoT_15day_CASI_all,IoT_15day_CASI_business_industrial,IoT_15day_CASI_finance,IoT_15day_CASI_weighted_finance,IoT_30day_CASI_all,IoT_30day_CASI_business_industrial,IoT_30day_CASI_finance,IoT_30day_CASI_weighted_finance,IoT_60day_CASI_all,IoT_60day_CASI_business_industrial,IoT_60day_CASI_finance,IoT_60day_CASI_weighted_finance,IoT_15day_CASI_news,IoT_30day_CASI_news,IoT_entity_type,amendment,gtrends_name,pct_final_revision_down,pct_final_revision_up,pct_first_price_change_up,pct_first_price_change_down,media_1st_pricing,media_listing,lockup_expiration,lockup_period,underwriter_syndicate_size,num_S1A
0827871,,15.0,15.0,55.0,,0.0,,0.0,0.0,15.0,,0.0,1.0,0,0,0,within,"EAGLE PHARMACEUTICALS, INC.",2014,2014-01-28,2014-02-12,2013-12-20,2014-02-13,2014-02-12,2014/02/12,15.0,15.5,12.829999923706055,16.440000534057614,12.75,5939246.0,3.3333332538604736,-14.466666221618652,2834,Drugs,-0.1899999976158142,0,0,NASDAQ,None,1,7.500999927520753,7.300000190734862,7.300000190734862,2,14.5,7+,4.154848575592041,3350000.0,13918742.0,50250000.0,208781130.0,0.9569836082977496,-64.13887013224,38.018512027081535,-0.2338675434892033,5491565.0,0.0,0.0,14.666666984558105,2.696666717529297,24.16666603088379,35.0,-0.37019335169187745,-0.5067791282089462,0.0,-0.29232415996694117,-0.366453407469034,0.2969890432652269,0.0,-0.023154788067935694,7.021160911582509,49.32569091729827,0.0,18.782283942960266,-0.5067791282089462,0.2969890432652269,Search term,0.0,Eagle Pharmaceuticals,0.0,0.0,0.0,0.0,0,0,2014-08-11,180,3,7
0842633,,17.0,17.0,291.0,,-1.0,,-8.333333333333332,-8.333333333333332,17.0,,0.0,1.0,1,0,1,within,TRIMAS CORP,2007,2007-05-01,2007-05-18,2006-08-03,2007-05-21,2007-05-18,2007/05/18,11.0,11.550000190734865,11.75,12.43000030517578,11.270000457763672,5880200.0,5.0,6.818181991577148,3790,Autos,0.119999997317791,0,0,New York Stock Exchange,None,0,9.00100040435791,4.5,4.5,2,9.0,0+,2.8872272968292236,11000000.0,31759500.0,132000000.0,381114000.0,0.8159289312771604,54.058723404255325,1.3293592382015418,0.22198082463514854,286690000.0,0.0,0.0,15.333333015441895,4.099999904632568,7.900000095367432,46.0,-0.581573719417361,0.0,0.0,-0.19385790647245366,-1.1335170649857573,0.0,0.0,-0.37783902166191907,2.1777134950180685,0.0,0.0,0.7259044983393561,-0.581573719417361,-1.1335170649857573,Search term,0.0,Trimas,8.333333333333332,0.0,0.0,-8.333333333333332,0,8,2007-11-14,180,7,8
0847935,,29.0,29.0,68.0,,0.0,,0.0,0.0,29.0,,0.0,1.0,0,0,0,within,ALLION HEALTHCARE INC,2005,2005-05-24,2005-06-22,2005-04-15,2005-06-22,2005-06-22,2005/06/22,13.0,14.0,16.5,19.399999618530273,13.649999618530273,2316206.0,7.692307472229004,26.923076629638672,5912,Rtail,-0.05000000074505806,0,0,NASDAQ Global Market,None,1,8.00100040435791,8.0,8.0,1,8.0,7+,2.9737389087677,4000000.0,11894956.0,52000000.0,154634428.0,0.6579659972656833,11807.760232131948,6.813365269416753,0.0011009708652978624,22695749.0,0.0,0.0,8.0,0.4433333277702332,9.366666793823242,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search term,0.0,Allion Healthcare,0.0,0.0,0.0,0.0,0,0,2005-12-19,180,3,3
0854709,,19.0,19.0,77.0,,-2.0,,-14.285714285714285,-14.285714285714285,19.0,,0.0,1.0,1,0,1,under,DAYTON SUPERIOR CORP,2006,2006-12-01,2006-12-20,2006-10-04,2006-12-20,2006-12-20,2006/12/20,12.0,12.0,11.5,12.140000343322756,10.899999618530273,3641638.0,0.0,-4.166666507720946,3440,BldMt,-0.20000000298023224,0,0,NASDAQ Global Market,None,0,7.000999927520753,7.0,7.0,1,7.0,0+,2.391500949859619,7850000.0,18773284.0,109900000.0,262825976.0,1.5776448464805628,-33.172532626530355,0.7236657038935865,-0.4220359101795935,363187000.0,0.0,0.0,21.33333396911621,3.3866667747497563,15.833333015441895,40.33333206176758,0.18241660709700255,0.2028297671188711,0.0,0.12841545807195787,0.9420025559382856,1.0201464884179567,0.0,0.6540496814520808,0.8548925745213382,-1.3592801631583216,0.0,-0.1681291962123278,0.2028297671188711,1.0201464884179567,Company,0.0,Dayton Superior,14.285714285714285,0.0,0.0,-14.285714285714285,0,6,2007-06-18,180,4,6
0858339,,6.0,6.0,85.0,,0.0,,0.0,0.0,6.0,,0.0,1.0,0,0,0,within,CAESARS ENTERTAINMENT CORP,2012,2012-02-02,2012-02-08,2011-11-15,2012-02-08,2012-02-08,2012/02/08,9.0,9.0600004196167,15.390000343322756,17.899999618530273,9.0,11629280.0,0.6666666865348816,71.0,7990,Fun,-0.10999999940395357,0,0,NASDAQ Global Market,None,1,9.00100040435791,8.800000190734863,8.800000190734863,2,17.5,8.5+,69.02478790283203,1811313.0,125025504.0,16301817.0,1125229536.0,0.9569772154880638,-2.387501667727562,0.147807578814628,-3.7696308746733775,7612800000.0,0.0,0.0,8.666666984558105,4.603333473205566,10.300000190734863,29.0,-0.28938489860289407,-0.038310627619131926,-1.2831791475187484,-0.5369582245802581,-3.7291776889556294,-3.8095003508900342,-1.4116037252838733,-2.9834272550431784,5.57761875316521,1.4575296661417751,39.67959030891011,15.571579576072367,-0.6607448875689401,-2.610552038086954,Entertainment company,0.0,Caesars Entertainment,0.0,0.0,0.0,0.0,14,30,2012-08-06,180,8,7
0860730,16.0,16.0,16.0,79.0,1.5,1.5,5.263157894736842,5.263157894736842,5.263157894736842,16.0,-3.0,3.0,1.0,1,1,0,within,"HCA HOLDINGS, INC.",2011,2011-02-22,2011-03-10,2010-12-22,2011-03-11,2011-03-10,2011/03/10,30.0,31.20000076293945,31.020000457763672,31.5,30.70000076293945,64595368.0,4.0,3.4000000953674316,8062,Hlth,0.05000000074505806,0,0,New York Stock Exchange,Up,0,9.00100040435791,8.800000190734863,8.800000190734863,3,26.5,8.5+,4.082449436187743,126200000.0,515205088.0,3596700000.0,14683345008.0,1.4466292134831462,9.334612211061666,0.4785498487110126,3.0531530775565634,30683000000.0,0.0,5.263157894736842,9.666666984558104,5.960000038146973,10.733333587646484,42.66666793823242,-0.559555136561897,-1.3425212328925786,-0.3749353550048951,-0.7590039081531235,0.9254526232509557,4.715197190093738,1.5358077241554942,2.3921525125000622,2.7226742349788093,10.942596482427481,4.155205750163135,5.940158822523142,-0.8587282939487368,3.125502457124616,Health Care company,1.0,Hospital Corporation of America,0.0,5.263157894736842,5.263157894736842,0.0,12,23,2011-09-06,180,33,5
0867773,15.0,17.0,17.0,84.0,4.0,5.0,30.76923076923077,38.46153846153847,30.76923076923077,15.0,0.0,0.0,0.8823529411764706,2,2,0,above,SUNPOWER CORP,2005,2005-10-31,2005-11-17,2005-08-25,2005-11-17,2005-11-17,2005/11/17,18.0,28.0,25.45000076293945,28.01000022888184,24.809999465942386,10565580.0,55.55555725097656,41.38888931274414,3674,Chips,0.3400000035762787,0,0,NASDAQ Global Market,Up,1,9.00100040435791,8.5,8.5,2,17.0,7+,1.009954810142517,7700000.0,7776652.0,100100000.0,101096476.0,0.3178522235638914,-6.649771492468593,2.0466945237372203,-1.9549543942560368,49395000.0,0.0,30.76923076923077,17.0,-2.2300000190734863,9.366666793823242,37.33333206176758,0.19908579519349523,0.3342138375648431,0.0,0.17776654425277943,4.26623635338593,4.673352552384977,0.0,2.9798629685903024,0.3103733270097244,0.2219389359766652,0.0,0.1774374209954632,0.3342138375648431,4.673352552384977,Corporation,1.0,Sunpower,0.0,38.46153846153847,30.76923076923077,0.0,0,0,2006-05-16,180,4,8
0868857,,28.0,28.0,64.0,,1.0,,5.263157894736842,5.263157894736842,28.0,,0.0,1.0,1,1,0,within,AECOM TECHNOLOGY CORP,2007,2007-04-12,2007-05-10,2007-03-08,2007-05-11,2007-05-10,2007/05/10,20.0,21.100000381469727,21.100000381469727,21.989999771118164,20.600000381469727,20008400.0,5.5,5.5,8711,BusSv,0.10999999940395357,0,0,New York Stock Exchange,None,1,9.00100040435791,5.699999809265138,5.699999809265138,3,17.0,0+,2.6268904209136963,35150000.0,92335200.0,667850000.0,1754368800.0,0.6212525214382457,37.552309602294606,0.8675296623872918,0.5059608903213509,2022258000.0,0.0,0.0,11.333333015441895,1.2999999523162842,11.899999618530273,57.66666793823242,0.35620834580011146,-0.6445375173888502,-1.323397928249725,-0.5372423666128212,4.879510517712509,2.5055957513538414,-0.42553980683706727,2.319855487409761,1.1338378904720547,3.150802161048288,48.23344551338321,17.506028521634512,-0.9839677228192876,1.040027972258387,Energy company,0.0,AECOM Technology,0.0,5.263157894736842,5.263157894736842,0.0,0,10,2007-11-06,180,6,6
0880059,,11.0,11.0,651.0,,-1.0,,-5.263157894736842,-5.263157894736842,11.0,,0.0,1.0,1,0,1,within,EDUCATION MANAGEMENT CORPORATION,2009,2009-09-21,2009-10-02,2007-12-21,2009-10-02,2009-10-02,2009/10/02,18.0,20.5,21.770000457763672,22.899999618530273,20.059999465942386,7660497.0,13.88888931274414,20.94444465637207,8200,PerSv,-0.7799999713897705,0,0,NASDAQ Global Market,None,1,9.00100040435791,9.0,9.0,1,9.0,8.5+,6.988513946533202,20000000.0,139770272.0,380000000.0,2655635168.0,0.6533096707422796,25.43590027297543,1.3202538496950968,0.7469757231351742,2011458000.0,0.0,0.0,2.6666667461395264,3.5366666316986084,6.666666507720947,44.33333206176758,-2.0342730397557247,-0.09187074764450831,0.0,-0.7087145958000777,4.7199886612810635,0.39138587267193364,0.0,1.7037915113176656,2.1658478190278294,0.5184945218585096,0.0,0.8947807802954464,-0.09187074764450831,0.39138587267193364,Company,0.0,Education Management Corporation,5.263157894736842,0.0,0.0,-5.263157894736842,5,16,2010-03-31,180,13,9
0880177,,14.0,14.0,628.0,,-1.0,,-6.666666666666668,-6.666666666666668,14.0,,0.0,1.0,1,0,1,within,PEREGRINE SEMICONDUCTOR CORP,2012,2012-07-25,2012-08-08,2010-11-19,2012-08-08,2012-08-08,2012/08/08,14.0,15.0,14.710000038146973,15.43000030517578,13.989999771118164,3484397.0,7.142857074737549,5.0714287757873535,3674,Chips,-0.20000000298023224,0,0,NASDAQ Global Market,None,1,9.00100040435791,8.800000190734863,8.800000190734863,2,17.5,8.5+,5.558196544647217,5500000.0,30570080.0,82500000.0,458551200.0,0.7770942328750456,-149.4625814863103,5.708058854283367,-0.10035956726315404,80334000.0,0.0,0.0,6.0,-2.440000057220459,14.366666793823242,52.0,-0.9972052492666175,0.0,0.0,-0.33240174975553916,4.144639735599853,0.0,0.0,1.381546578533284,57.92403058665354,0.0,0.0,19.308010195551176,-0.9972052492666175,4.144639735599853,Company,0.0,Peregrine Semiconductor,6.666666666666668,0.0,0.0,-6.666666666666668,0,14,2013-02-04,180,6,11
0883981,17.0,17.0,17.0,69.0,2.0,2.0,13.333333333333336,13.333333333333336,13.333333333333336,17.0,-2.0,2.0,1.0,1,1,0,above,MORTONS RESTAURANT GROUP INC,2006,2006-01-23,2006-02-09,2005-12-02,2006-02-09,2006-02-09,2006/02/09,17.0,20.0,17.899999618530273,20.25,17.690000534057614,8246800.0,17.647058486938477,5.294117450714111,5812,Meals,-0.15000000596046448,0,0,New York Stock Exchange,Up,1,7.000999927520753,7.0,7.0,1,7.0,0+,1.7008452415466309,9465000.0,16098500.0,141975000.0,241477500.0,0.6359746244538871,170.17441860465115,1.1121742614751151,0.08814485821660402,217122000.0,0.0,13.333333333333336,12.333333015441895,4.023333549499512,15.233333587646484,41.33333206176758,0.8687606428046509,-9.225476285679157e-16,0.0,0.2895868809348833,2.7680172016699314,-1.0699991240259443e-15,0.0,0.9226724005566435,4.386472847010752,1.2664049135678703,0.0,1.8842925868595404,-9.225476285679157e-16,-1.0699991240259443e-15,Restaurant company,1.0,Mortons The Steakhouse,0.0,13.333333333333336,13.333333333333336,0.0,0,0,2006-08-08,180,8,7
0884909,,94.0,94.0,144.0,,-3.0,,-20.0,-20.0,94.0,,0.0,1.0,1,0,1,under,HOME DIAGNOSTICS INC,2006,2006-06-19,2006-09-21,2006-05-01,2006-09-22,2006-09-21,2006/09/21,12.0,12.0,12.609999656677244,12.800000190734865,12.0,2766714.0,0.0,5.083333492279053,3845,MedEq,0.10000000149011612,0,0,NASDAQ Global Market,None,0,9.00100040435791,9.0,9.0,1,9.0,8.5+,2.663989782333374,6599487.0,17580966.0,98992305.0,263714490.0,0.3729530985133017,82.71044841842601,4.734427399327854,0.1813555637386478,55701454.0,0.0,0.0,14.0,-3.1633334159851074,7.166666507720947,34.0,-0.15890980660232445,0.0,0.0,-0.05296993553410815,-0.5197224225649277,0.0,0.0,-0.17324080752164256,0.025879079247324927,0.0,0.0,0.008626359749108308,-0.15890980660232445,-0.5197224225649277,Search term,0.0,Home Diagnostics,20.0,0.0,0.0,-20.0,0,6,2007-03-20,180,4,6
0885306,,36.0,36.0,120.0,,2.0,,15.384615384615385,15.384615384615385,36.0,,0.0,1.0,1,1,0,above,CYNOSURE INC,2005,2005-11-03,2005-12-09,2005-08-11,2005-12-09,2005-12-09,2005/12/09,15.0,16.989999771118164,18.93000030517578,21.149999618530273,16.540000915527347,4415344.0,13.266666412353516,26.20000076293945,3845,MedEq,0.36000001430511475,0,0,NASDAQ Global Market,None,1,0.0,0.0,0.0,1,0.0,0+,1.0,5000000.0,5000000.0,65000000.0,65000000.0,0.5206325169632197,39.877300613496935,1.6200991999202412,0.326,40121000.0,0.0,0.0,13.666666984558105,-1.086666703224182,12.833333015441895,34.33333206176758,1.124425091793255,0.0,0.0,0.37480836393108496,16.52817859866356,0.0,0.0,5.5093928662211855,48.84768886523225,0.0,0.0,16.282562955077413,1.124425091793255,16.52817859866356,Search term,0.0,Cynosure,0.0,15.384615384615385,15.384615384615385,0.0,0,0,2006-06-07,180,4,5
